"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"585"	Apr 23, 2016	Missed the last 3 playoff games (undisclosed).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	4	23	3	TRUE	undisclosed	TRUE	2152	0	4	15	2016	4	23	2016	691200	1460721600	1461412800	undisclosed	undisclosed	DAN GIRARDI	1	177
"586"	Apr 23, 2017	Missed all 6 playoff games (upper body injury).	BRANDON	CARLO	BOSTON	BRUINS	2017	4	23	6	TRUE	upper body injury	FALSE	519	0	4	10	2017	4	23	2017	1123200	1491825600	1492948800	upper body	upper body	BRANDON CARLO	0	NA
"587"	Apr 23, 2017	Missed the last 10 regular season and all 6 playoff games (upper body injury).	ERIC	FEHR	SAN JOSE	SHARKS	2017	4	23	16	TRUE	upper body injury	TRUE	3583	0	3	23	2017	4	23	2017	2678400	1490270400	1492948800	upper body	upper body	ERIC FEHR	1	NA
"588"	Apr 23, 2017	Missed the last 11 regular season and all 6 playoff games (undisclosed).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	4	23	17	TRUE	undisclosed	TRUE	430	0	3	22	2017	4	23	2017	2764800	1490184000	1492948800	undisclosed	undisclosed	NIKITA SOSHNIKOV	1	233
"589"	Apr 23, 2017	Missed the last 2 playoff games (undisclosed).	RYAN	SPOONER	NEW YORK	RANGERS	2017	4	23	2	TRUE	undisclosed	TRUE	3017	0	4	21	2017	4	23	2017	172800	1492776000	1492948800	undisclosed	undisclosed	RYAN SPOONER	1	179
"590"	Apr 23, 2017	Missed the last 4 playoff games (right leg injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	2017	4	23	4	TRUE	right leg injury	TRUE	2360	0	4	16	2017	4	23	2017	604800	1492344000	1492948800	leg	leg	ROMAN POLAK	1	283
"591"	Apr 23, 2017	Missed the last 4 playoff games (upper body injury).	ADAM	MCQUAID	BOSTON	BRUINS	2017	4	23	4	TRUE	upper body injury	TRUE	607	0	4	17	2017	4	23	2017	518400	1492430400	1492948800	upper body	upper body	ADAM MCQUAID	1	180
"592"	Apr 23, 2017	Missed the last 4 regular season and all 6 playoff games (lower body injury).	JIMMY	HAYES	NEW JERSEY	DEVILS	2017	4	23	10	TRUE	lower body injury	TRUE	1749	0	4	01	2017	4	23	2017	1900800	1491048000	1492948800	lower body	lower body	JIMMY HAYES	1	NA
"593"	Apr 23, 2017	Missed the last 9 regular season and all 6 playoff games (undisclosed).	JOSH	LEIVO	TORONTO	MAPLELEAFS	2017	4	23	15	TRUE	undisclosed	TRUE	2312	0	3	25	2017	4	23	2017	2505600	1490443200	1492948800	undisclosed	undisclosed	JOSH LEIVO	1	NA
"594"	Apr 23, 2017	Missed the last playoff game (lower body injury).	DAVID	KREJCI	BOSTON	BRUINS	2017	4	23	0	TRUE	lower body injury	TRUE	572	0	4	23	2017	4	23	2017	0	1492948800	1492948800	lower body	lower body	DAVID KREJCI	1	181
"595"	Apr 23, 2017	Missed the last regular season and all 6 playoff games (lower body injury).	TOREY	KRUG	BOSTON	BRUINS	2017	4	23	7	TRUE	lower body injury	TRUE	578	0	4	07	2017	4	23	2017	1382400	1491566400	1492948800	lower body	lower body	TOREY KRUG	1	163
"596"	Apr 24, 2007	Missed Game 5, 6 and 7 of Round One against the Vancouver Canucks (upper body injury).	JUSSI	JOKINEN	VANCOUVER	CANUCKS	2007	4	24	3	TRUE	upper body injury	FALSE	819	0	4	19	2007	4	24	2007	432000	1176984000	1177416000	upper body	upper body	JUSSI JOKINEN	1	250
"597"	Apr 24, 2011	Missed the last 2 playoff games (head injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2011	4	24	2	TRUE	head injury	TRUE	169	0	4	19	2011	4	24	2011	432000	1303214400	1303646400	head	head/neck/face	BRENT SEABROOK	1	206
"598"	Apr 24, 2013	Missed 1 game (foot injury).	MAGNUS	PAAJARVI	OTTAWA	SENATORS	2013	4	24	1	TRUE	foot injury	FALSE	3486	0	4	22	2013	4	24	2013	172800	1366632000	1366804800	foot	foot	MAGNUS PAAJARVI	0	188
"599"	Apr 24, 2013	Missed 5 games (shoulder injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	2013	4	24	5	TRUE	shoulder injury	FALSE	183	0	4	14	2013	4	24	2013	864000	1365940800	1366804800	shoulder	upper body	PATRICK SHARP	1	560
"600"	Apr 24, 2014	Missed the last 24 regular season and first 3 playoff games (back surgery).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2014	4	24	27	TRUE	back surgery	TRUE	3245	0	2	26	2014	4	24	2014	4924800	1393416000	1398340800	back	mid body	HENRIK ZETTERBERG	1	305
"601"	Apr 24, 2015	Missed the last 2 regular season and first 4 playoff games (upper body injury).	DERRICK	POULIOT	VANCOUVER	CANUCKS	2015	4	24	6	TRUE	upper body injury	TRUE	839	0	4	09	2015	4	24	2015	1296000	1428580800	1429876800	upper body	upper body	DERRICK POULIOT	1	546
"602"	Apr 24, 2015	Missed the last 56 regular season and all 5 playoff games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2015	4	24	61	TRUE	upper body injury	TRUE	2746	0	12	08	2014	4	24	2015	11836800	1418040000	1429876800	upper body	upper body	OLLI MAATTA	1	208
"603"	Apr 24, 2015	Missed the last 7 regular season and all 5 playoff games (concussion).	KRIS	LETANG	PITTSBURGH	PENGUINS	2015	4	24	12	TRUE	concussion	TRUE	2734	0	3	29	2015	4	24	2015	2246400	1427630400	1429876800	concussion	concussion	KRIS LETANG	1	225
"604"	Apr 24, 2016	Missed the last 2 playoff games (upper body injury).	SCOTT	LAUGHTON	PHILADELPHIA	FLYERS	2016	4	24	2	TRUE	upper body injury	TRUE	1287	0	4	21	2016	4	24	2016	259200	1461240000	1461499200	upper body	upper body	SCOTT LAUGHTON	1	170
"605"	Apr 24, 2016	Missed the last 27 regular season and all 6 playoff games (wrist surgery).	MICHAEL	DEL ZOTTO	VANCOUVER	CANUCKS	2016	4	24	33	TRUE	wrist surgery	TRUE	777	0	2	13	2016	4	24	2016	6134400	1455364800	1461499200	wrist	arm/hand	MICHAEL DEL ZOTTO	1	166
"606"	Apr 24, 2016	Missed the last 3 regular season and all 6 playoff games (upper body injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	2016	4	24	9	TRUE	upper body injury	TRUE	323	0	4	03	2016	4	24	2016	1814400	1459684800	1461499200	upper body	upper body	THOMAS VANEK	1	61
"607"	Apr 24, 2016	Missed the last 5 playoff games (shoulder injury).	SEAN	COUTURIER	PHILADELPHIA	FLYERS	2016	4	24	5	TRUE	shoulder injury	TRUE	1248	0	4	14	2016	4	24	2016	864000	1460635200	1461499200	shoulder	upper body	SEAN COUTURIER	1	213
"608"	Apr 24, 2016	Missed the last regular season and all 6 playoff games (back injury).	ZACH	PARISE	MINNESOTA	WILD	2016	4	24	7	TRUE	back injury	TRUE	3953	0	4	08	2016	4	24	2016	1382400	1460116800	1461499200	back	mid body	ZACH PARISE	1	188
"609"	Apr 25, 2009	Missed 1 playoff game (undisclosed).	KRIS	LETANG	PITTSBURGH	PENGUINS	2009	4	25	1	TRUE	undisclosed	FALSE	2720	0	4	23	2009	4	25	2009	172800	1240488000	1240660800	undisclosed	undisclosed	KRIS LETANG	1	199
"610"	Apr 25, 2011	Missed the last 7 games of the regular season and 6 playoff games (right ankle injury).	ANZE	KOPITAR	LOS ANGELES	KINGS	2011	4	25	13	TRUE	right ankle injury	TRUE	2035	0	3	29	2011	4	25	2011	2332800	1301400000	1303732800	ankle	foot	ANZE KOPITAR	1	634
"611"	Apr 25, 2012	Missed the last 7 playoff games (head injury).	ADAM	MCQUAID	BOSTON	BRUINS	2012	4	25	7	TRUE	head injury	TRUE	597	0	4	12	2012	4	25	2012	1123200	1334232000	1335355200	head	head/neck/face	ADAM MCQUAID	1	323
"612"	Apr 25, 2013	Missed 12 games (groin).	JAROSLAV	HALAK	NEW YORK	ISLANDERS	2013	4	25	12	TRUE	groin	FALSE	1639	0	4	04	2013	4	25	2013	1814400	1365076800	1366891200	groin	lower body	JAROSLAV HALAK	1	252
"613"	Apr 25, 2013	Missed 31 games (left achilles).	ERIK	KARLSSON	OTTAWA	SENATORS	2013	4	25	31	TRUE	left achilles	FALSE	3481	0	2	14	2013	4	25	2013	6048000	1360843200	1366891200	achilles	foot	ERIK KARLSSON	1	1435
"614"	Apr 25, 2013	Missed 7 games (hand injury).	MIKE	FISHER	NASHVILLE	PREDATORS	2013	4	25	7	TRUE	hand injury	FALSE	2878	0	4	07	2013	4	25	2013	1555200	1365336000	1366891200	hand	arm/hand	MIKE FISHER	1	177
"615"	Apr 25, 2014	Missed the last playoff game (upper body injury).	RYAN	GETZLAF	ANAHEIM	DUCKS	2014	4	25	0	TRUE	upper body injury	TRUE	1131	0	4	23	2014	4	25	2014	172800	1398254400	1398427200	upper body	upper body	RYAN GETZLAF	1	194
"616"	Apr 25, 2014	Missed the last regular season and first 4 playoff games (lower body injury).	BRENDEN	DILLON	SAN JOSE	SHARKS	2014	4	25	5	TRUE	lower body injury	TRUE	3557	0	4	13	2014	4	25	2014	1036800	1397390400	1398427200	lower body	lower body	BRENDEN DILLON	1	657
"617"	Apr 25, 2015	Missed the last 14 regular season and all 6 playoff games (back injury).	ZACK	KASSIAN	EDMONTON	OILERS	2015	4	25	20	TRUE	back injury	TRUE	2420	0	3	17	2015	4	25	2015	3369600	1426593600	1429963200	back	mid body	ZACK KASSIAN	1	297
"618"	Apr 25, 2015	Missed the last 3 playoff games (upper body injury).	ALEXANDRE	BURROWS	OTTAWA	SENATORS	2015	4	25	3	TRUE	upper body injury	TRUE	3417	0	4	21	2015	4	25	2015	345600	1429617600	1429963200	upper body	upper body	ALEXANDRE BURROWS	1	245
"619"	Apr 25, 2015	Missed the last playoff game (upper body injury).	GABRIEL	BOURQUE	COLORADO	AVALANCHE	2015	4	25	0	TRUE	upper body injury	TRUE	11	0	4	23	2015	4	25	2015	172800	1429790400	1429963200	upper body	upper body	GABRIEL BOURQUE	1	217
"620"	Apr 25, 2016	Missed the last 2 playoff games (lower body injury).	CRAIG	SMITH	NASHVILLE	PREDATORS	2016	4	25	2	TRUE	lower body injury	TRUE	2939	0	4	20	2016	4	25	2016	432000	1461153600	1461585600	lower body	lower body	CRAIG SMITH	1	4
"621"	Apr 26, 2010	Missed 3 playoff games (ankle injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	2010	4	26	3	TRUE	ankle injury	FALSE	311	0	4	19	2010	4	26	2010	604800	1271678400	1272283200	ankle	foot	THOMAS VANEK	1	316
"622"	Apr 26, 2010	Missed 4 playoff games (upper body injury).	PATRIC	HORNQVIST	PITTSBURGH	PENGUINS	2010	4	26	4	TRUE	upper body injury	FALSE	2679	0	4	20	2010	4	26	2010	518400	1271764800	1272283200	upper body	upper body	PATRIC HORNQVIST	1	233
"623"	Apr 26, 2011	Missed the last 2 playoff games (lacerated left leg).	JASON	POMINVILLE	BUFFALO	SABRES	2011	4	26	2	TRUE	lacerated left leg	TRUE	3343	0	4	24	2011	4	26	2011	172800	1303646400	1303819200	leg	leg	JASON POMINVILLE	1	731
"624"	Apr 26, 2013	Missed the last 7 regular season games (broken leg).	TYLER	MYERS	WINNIPEG	JETS	2013	4	26	7	TRUE	broken leg	TRUE	1930	0	4	12	2013	4	26	2013	1209600	1365768000	1366977600	leg	leg	TYLER MYERS	1	285
"625"	Apr 26, 2014	Missed the last 14 regular season and first 5 playoff games (finger surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2014	4	26	19	TRUE	finger surgery	TRUE	3119	0	3	19	2014	4	26	2014	3283200	1395230400	1398513600	finger	arm/hand	JONATHAN ERICSSON	1	603
"626"	Apr 26, 2014	Missed the last playoff game (undisclosed).	RYAN	MURRAY	COLUMBUS	BLUEJACKETS	2014	4	26	0	TRUE	undisclosed	TRUE	288	0	4	23	2014	4	26	2014	259200	1398254400	1398513600	undisclosed	undisclosed	RYAN MURRAY	1	162
"627"	Apr 26, 2015	Missed the last 27 regular season and all 6 playoff games (concussion).	ROBIN	LEHNER	BUFFALO	SABRES	2015	4	26	33	TRUE	concussion	TRUE	3311	0	2	18	2015	4	26	2015	5788800	1424260800	1430049600	concussion	concussion	ROBIN LEHNER	1	167
"628"	Apr 26, 2015	Missed the last playoff game (lower body injury).	JORI	LEHTERA	PHILADELPHIA	FLYERS	2015	4	26	0	TRUE	lower body injury	TRUE	1291	0	4	24	2015	4	26	2015	172800	1429876800	1430049600	lower body	lower body	JORI LEHTERA	1	307
"629"	Apr 26, 2017	Missed the last 2 regular season and first 4 playoff games (knee injury).	CAM	FOWLER	ANAHEIM	DUCKS	2017	4	26	6	TRUE	knee injury	TRUE	1117	0	4	06	2017	4	26	2017	1728000	1491480000	1493208000	knee	leg	CAM FOWLER	1	178
"630"	Apr 26, 2017	Missed the last 2 regular season and first 4 playoff games (lower body injury).	COLIN	WILSON	COLORADO	AVALANCHE	2017	4	26	6	TRUE	lower body injury	TRUE	101	0	4	06	2017	4	26	2017	1728000	1491480000	1493208000	lower body	lower body	COLIN WILSON	1	33
"631"	Apr 27, 2009	Missed 1 playoff game (head injury).	DION	PHANEUF	LOS ANGELES	KINGS	2009	4	27	1	TRUE	head injury	FALSE	2073	0	4	27	2009	4	27	2009	0	1240833600	1240833600	head	head/neck/face	DION PHANEUF	1	555
"632"	Apr 27, 2009	Missed 24 regular season and 6 playoff games (shoulder surgery).	MARK	GIORDANO	CALGARY	FLAMES	2009	4	27	30	TRUE	shoulder surgery	FALSE	62	0	2	21	2009	4	27	2009	65	1235217600	1240833600	shoulder	upper body	MARK GIORDANO	0	947
"633"	Apr 27, 2010	Missed the last 27 regular season games and all 7 playoff games (right knee injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	2010	4	27	34	TRUE	right knee injury	TRUE	475	0	1	30	2010	4	27	2010	7516800	1264852800	1272369600	knee	leg	SCOTTIE UPSHALL	1	565
"634"	Apr 27, 2011	Missed the last 15 games of the regular season and 7 playoff games (fractured vertebrae in neck).	MAX	PACIORETTY	MONTREAL	CANADIENS	2011	4	27	22	TRUE	fractured vertebrae in neck	TRUE	723	0	3	10	2011	4	27	2011	4147200	1299758400	1303905600	neck	head/neck/face	MAX PACIORETTY	1	641
"635"	Apr 27, 2011	Missed the last 2 playoff games (sprained left knee).	DAVID	DESHARNAIS	NA	NA	2011	4	27	2	TRUE	sprained left knee	TRUE	4005	0	4	26	2011	4	27	2011	86400	1303819200	1303905600	knee	leg	DAVID DESHARNAIS	0	318
"636"	Apr 27, 2011	Missed the last 29 games of the regular season and 7 playoff games (right knee surgery).	EVGENI	MALKIN	PITTSBURGH	PENGUINS	2011	4	27	36	TRUE	right knee surgery	TRUE	2760	0	2	10	2011	4	27	2011	6566400	1297339200	1303905600	knee	leg	EVGENI MALKIN	1	165
"637"	Apr 27, 2011	Missed the last 41 games of the regular season and 7 playoff games (concussion).	SIDNEY	CROSBY	PITTSBURGH	PENGUINS	2011	4	27	48	TRUE	concussion	TRUE	2658	0	1	06	2011	4	27	2011	9590400	1294315200	1303905600	concussion	concussion	SIDNEY CROSBY	1	159
"638"	Apr 27, 2011	Missed the last 46 games of the regular season and 7 playoff games (right knee injury).	JOSH	GORGES	BUFFALO	SABRES	2011	4	27	53	TRUE	right knee injury	TRUE	3275	0	12	28	2010	4	27	2011	10368000	1293537600	1303905600	knee	leg	JOSH GORGES	1	969
"639"	Apr 27, 2013	Missed 12 games (wrist injury).	PAUL	MARTIN	SAN JOSE	SHARKS	2013	4	27	12	TRUE	wrist injury	FALSE	3644	0	3	30	2013	4	27	2013	2419200	1364644800	1367064000	wrist	arm/hand	PAUL MARTIN	1	196
"640"	Apr 27, 2013	Missed 2 games (illness).	BOBBY	RYAN	OTTAWA	SENATORS	2013	4	27	2	TRUE	illness	FALSE	3500	0	4	22	2013	4	27	2013	432000	1366632000	1367064000	cold/virus	illness	BOBBY RYAN	1	331
"641"	Apr 27, 2013	Missed 5 games (head injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	2013	4	27	5	TRUE	head injury	FALSE	121	0	4	15	2013	4	27	2013	1036800	1366027200	1367064000	head	head/neck/face	ARTEM ANISIMOV	1	550
"642"	Apr 27, 2013	Missed 5 games (lower body injury).	KEVIN	BIEKSA	ANAHEIM	DUCKS	2013	4	27	5	TRUE	lower body injury	FALSE	1087	0	4	16	2013	4	27	2013	950400	1366113600	1367064000	lower body	lower body	KEVIN BIEKSA	1	278
"643"	Apr 27, 2013	Missed 8 games (concussion).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	2013	4	27	8	TRUE	concussion	FALSE	1412	0	4	09	2013	4	27	2013	1555200	1365508800	1367064000	concussion	concussion	JAMES NEAL	1	6
"644"	Apr 27, 2013	Missed the last 12 regular season games (knee injury).	GABRIEL	BOURQUE	COLORADO	AVALANCHE	2013	4	27	12	TRUE	knee injury	TRUE	10	0	4	02	2013	4	27	2013	2160000	1364904000	1367064000	knee	leg	GABRIEL BOURQUE	0	726
"645"	Apr 27, 2013	Missed the last 12 regular season games (lower body injury).	ZAC	RINALDO	ARIZONA	COYOTES	2013	4	27	12	TRUE	lower body injury	TRUE	1053	0	4	04	2013	4	27	2013	1987200	1365076800	1367064000	lower body	lower body	ZAC RINALDO	1	257
"646"	Apr 27, 2013	Missed the last 15 regular season games (separated left shoulder).	BRAYDON	COBURN	TAMPA BAY	LIGHTNING	2013	4	27	15	TRUE	separated left shoulder	TRUE	2136	0	3	29	2013	4	27	2013	2505600	1364558400	1367064000	shoulder	upper body	BRAYDON COBURN	1	530
"647"	Apr 27, 2013	Missed the last 23 regular season games (upper body injury).	COLIN	WILSON	COLORADO	AVALANCHE	2013	4	27	23	TRUE	upper body injury	TRUE	91	0	3	11	2013	4	27	2013	4060800	1363003200	1367064000	upper body	upper body	COLIN WILSON	1	563
"648"	Apr 27, 2013	Missed the last 27 regular season games (sprained mcl).	CAM	WARD	CAROLINA	HURRICANES	2013	4	27	27	TRUE	sprained mcl	TRUE	1520	0	3	04	2013	4	27	2013	4665600	1362398400	1367064000	knee	leg	CAM WARD	1	181
"649"	Apr 27, 2013	Missed the last 3 regular season games (broken finger).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	2013	4	27	3	TRUE	broken finger	TRUE	216	0	4	21	2013	4	27	2013	518400	1366545600	1367064000	finger	arm/hand	MATT CALVERT	1	168
"650"	Apr 27, 2013	Missed the last 3 regular season games (upper body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	2013	4	27	3	TRUE	upper body injury	TRUE	1907	0	4	23	2013	4	27	2013	345600	1366718400	1367064000	upper body	upper body	DMITRY KULIKOV	1	563
"651"	Apr 27, 2013	Missed the last 5 regular season games (hand injury).	ERIK	GUDBRANSON	VANCOUVER	CANUCKS	2013	4	27	5	TRUE	hand injury	TRUE	802	0	4	20	2013	4	27	2013	604800	1366459200	1367064000	hand	arm/hand	ERIK GUDBRANSON	1	240
"652"	Apr 27, 2013	Missed the last 6 regular season games (shoulder injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2013	4	27	6	TRUE	shoulder injury	TRUE	884	0	4	18	2013	4	27	2013	777600	1366286400	1367064000	shoulder	upper body	ALEX CHIASSON	0	240
"653"	Apr 27, 2013	Missed the last 6 regular season games (upper body injury).	PATRIC	HORNQVIST	PITTSBURGH	PENGUINS	2013	4	27	6	TRUE	upper body injury	TRUE	2685	0	4	14	2013	4	27	2013	1123200	1365940800	1367064000	upper body	upper body	PATRIC HORNQVIST	1	212
"654"	Apr 27, 2013	Missed the last 7 regular season games (back injury).	TOBY	ENSTROM	WINNIPEG	JETS	2013	4	27	7	TRUE	back injury	TRUE	1876	0	4	11	2013	4	27	2013	1382400	1365681600	1367064000	back	mid body	TOBY ENSTROM	1	577
"655"	Apr 27, 2014	Missed the last playoff game (upper body injury).	PATRIK	NEMETH	COLORADO	AVALANCHE	2014	4	27	0	TRUE	upper body injury	TRUE	52	0	4	25	2014	4	27	2014	172800	1398427200	1398600000	upper body	upper body	PATRIK NEMETH	0	176
"656"	Apr 27, 2015	Missed the last regular season and all 7 playoff games (lower body injury).	TRAVIS	HAMONIC	CALGARY	FLAMES	2015	4	27	7	TRUE	lower body injury	TRUE	43	0	4	11	2015	4	27	2015	16	1428753600	1430136000	lower body	lower body	TRAVIS HAMONIC	1	257
"657"	Apr 27, 2016	Missed the last 4 regular season and all 7 playoff games (upper body injury).	JOSH	MANSON	ANAHEIM	DUCKS	2016	4	27	11	TRUE	upper body injury	TRUE	1198	0	4	17	2016	4	27	2016	864000	1460894400	1461758400	upper body	upper body	JOSH MANSON	1	NA
"658"	Apr 27, 2017	Missed the last 5 regular season and first 5 playoff games (lower body injury).	CHRIS	KUNITZ	TAMPA BAY	LIGHTNING	2017	4	27	10	TRUE	lower body injury	TRUE	2213	0	4	01	2017	4	27	2017	2246400	1491048000	1493294400	lower body	lower body	CHRIS KUNITZ	1	NA
"659"	Apr 28, 2014	Missed the last 8 regular season and first 5 playoff games (knee injury).	MATT	DUCHENE	OTTAWA	SENATORS	2014	4	28	13	TRUE	knee injury	TRUE	3435	0	3	31	2014	4	28	2014	2419200	1396267200	1398686400	knee	leg	MATT DUCHENE	1	690
"660"	Apr 28, 2016	Missed the last 3 playoff games (upper body injury).	BROOKS	ORPIK	WASHINGTON	CAPITALS	2016	4	28	3	TRUE	upper body injury	TRUE	939	0	4	19	2016	4	28	2016	777600	1461067200	1461844800	upper body	upper body	BROOKS ORPIK	1	301
"661"	Apr 28, 2017	Missed the last 3 playoff games (upper body injury).	TOM	PYATT	OTTAWA	SENATORS	2017	4	28	3	TRUE	upper body injury	TRUE	3498	0	4	21	2017	4	28	2017	604800	1492776000	1493380800	upper body	upper body	TOM PYATT	1	NA
"662"	Apr 28, 2017	Missed the last playoff game (lower body injury).	CALLE	JARNKROK	NASHVILLE	PREDATORS	2017	4	28	0	TRUE	lower body injury	TRUE	2912	0	4	26	2017	4	28	2017	172800	1493208000	1493380800	lower body	lower body	CALLE JARNKROK	1	NA
"663"	Apr 29, 2011	Missed the last 2 games of the regular season and 4 playoff games (lower body injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2011	4	29	6	TRUE	lower body injury	TRUE	3241	0	4	08	2011	4	29	2011	1814400	1302264000	1304078400	lower body	lower body	HENRIK ZETTERBERG	1	702
"664"	Apr 29, 2017	Missed the last 16 regular season and first 6 playoff games (lower body injury).	CARL	HAGELIN	PITTSBURGH	PENGUINS	2017	4	29	22	TRUE	lower body injury	TRUE	2676	0	3	11	2017	4	29	2017	4233600	1489233600	1493467200	lower body	lower body	CARL HAGELIN	1	11
"665"	Apr 30, 2012	Missed the last 3 playoff games (concussion).	BRIAN	BOYLE	NEW JERSEY	DEVILS	2012	4	30	3	TRUE	concussion	TRUE	1702	0	4	23	2012	4	30	2012	604800	1335182400	1335787200	concussion	concussion	BRIAN BOYLE	1	353
"666"	Apr 30, 2013	Missed the last 15 regular season games (foot injury).	T.J.	OSHIE	WASHINGTON	CAPITALS	2013	4	30	15	TRUE	foot injury	TRUE	948	0	4	01	2013	4	30	2013	2505600	1364817600	1367323200	foot	foot	T.J. OSHIE	1	346
"667"	Apr 30, 2014	Missed the last 2 playoff games (upper body injury).	MARC-EDOUARD	VLASIC	SAN JOSE	SHARKS	2014	4	30	2	TRUE	upper body injury	TRUE	3667	0	4	28	2014	4	30	2014	172800	1398686400	1398859200	upper body	upper body	MARC-EDOUARD VLASIC	1	225
"668"	Apr 30, 2014	Missed the last 4 playoff games (torn left mcl).	TYSON	BARRIE	COLORADO	AVALANCHE	2014	4	30	4	TRUE	torn left mcl	TRUE	3	0	4	22	2014	4	30	2014	691200	1398168000	1398859200	knee	leg	TYSON BARRIE	1	281
"669"	Apr 30, 2015	Missed the last 4 playoff games (upper body injury).	NATE	THOMPSON	LOS ANGELES	KINGS	2015	4	30	4	TRUE	upper body injury	TRUE	2096	0	4	16	2015	4	30	2015	1209600	1429185600	1430395200	upper body	upper body	NATE THOMPSON	1	158
"670"	Apr 30, 2017	Missed the last 5 playoff games (upper body injury).	SAMI	VATANEN	NEW JERSEY	DEVILS	2017	4	30	5	TRUE	upper body injury	TRUE	1829	0	4	15	2017	4	30	2017	1296000	1492257600	1493553600	upper body	upper body	SAMI VATANEN	1	156
"671"	Apr 30, 2017	Missed the last playoff game (flu).	NICK	RITCHIE	ANAHEIM	DUCKS	2017	4	30	0	TRUE	flu	TRUE	1229	0	4	28	2017	4	30	2017	172800	1493380800	1493553600	cold/virus	illness	NICK RITCHIE	1	160
"672"	Dec 01, 2007	Missed 1 game (groin).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	2007	12	01	1	TRUE	groin	FALSE	2389	0	11	28	2007	12	01	2007	259200	1196251200	1196510400	groin	lower body	MICHAEL CAMMALLERI	1	25
"673"	Dec 01, 2010	Missed 1 game (flu).	DAVID	KREJCI	BOSTON	BRUINS	2010	12	01	1	TRUE	flu	FALSE	562	0	11	28	2010	12	01	2010	259200	1290945600	1291204800	cold/virus	illness	DAVID KREJCI	1	315
"674"	Dec 01, 2010	Missed 1 game (flu).	KEVIN	BIEKSA	ANAHEIM	DUCKS	2010	12	01	1	TRUE	flu	FALSE	1082	0	11	26	2010	12	01	2010	432000	1290772800	1291204800	cold/virus	illness	KEVIN BIEKSA	1	78
"675"	Dec 01, 2014	Missed 1 game (flu).	JUSSI	JOKINEN	VANCOUVER	CANUCKS	2014	12	01	1	TRUE	flu	FALSE	826	0	11	28	2014	12	01	2014	259200	1417176000	1417435200	cold/virus	illness	JUSSI JOKINEN	1	470
"676"	Dec 01, 2014	Missed 1 game (upper body injury).	ROBERTO	LUONGO	FLORIDA	PANTHERS	2014	12	01	1	TRUE	upper body injury	FALSE	2561	0	11	28	2014	12	01	2014	259200	1417176000	1417435200	upper body	upper body	ROBERTO LUONGO	1	94
"677"	Dec 01, 2015	Missed 1 game (lower body injury).	CARTER	HUTTON	ST. LOUIS	BLUES	2015	12	01	1	TRUE	lower body injury	FALSE	390	0	11	28	2015	12	01	2015	259200	1448712000	1448971200	lower body	lower body	CARTER HUTTON	1	737
"678"	Dec 01, 2015	Missed 2 games (upper body injury).	JUSTIN	BRAUN	SAN JOSE	SHARKS	2015	12	01	2	TRUE	upper body injury	FALSE	3531	0	11	25	2015	12	01	2015	518400	1448452800	1448971200	upper body	upper body	JUSTIN BRAUN	1	817
"679"	Dec 01, 2015	Missed 4 games (lower body injury).	DAVID	SCHLEMKO	MONTREAL	CANADIENS	2015	12	01	4	TRUE	lower body injury	FALSE	747	0	11	22	2015	12	01	2015	777600	1448193600	1448971200	lower body	lower body	DAVID SCHLEMKO	1	36
"680"	Dec 01, 2015	Missed 5 games (lower body injury).	MARCO	SCANDELLA	BUFFALO	SABRES	2015	12	01	5	TRUE	lower body injury	FALSE	3376	0	11	19	2015	12	01	2015	1036800	1447934400	1448971200	lower body	lower body	MARCO SCANDELLA	1	78
"681"	Dec 01, 2016	Missed 14 games (upper body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	2016	12	01	14	TRUE	upper body injury	FALSE	1956	0	11	04	2016	12	01	2016	2332800	1478260800	1480593600	upper body	upper body	MATHIEU PERREAULT	1	54
