"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"year"	"month"	"day"
"873"	Dec 11, 2016	Missed 16 games (fractured ribs).	JANNIK	HANSEN	SAN JOSE	SHARKS	16	TRUE	fractured ribs	FALSE	3594	0	11	07	2016	12	11	2016	34	1478520000	1481457600	rib	mid body	JANNIK HANSEN	1	12	NA	NA	NA
"874"	Dec 11, 2017	Missed 1 game (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	1	TRUE	upper body injury	FALSE	2526	0	12	08	2017	12	11	2017	3	1512734400	1512993600	upper body	upper body	ALEKSANDER BARKOV	1	NA	NA	NA	NA
"875"	Dec 12, 2006	Missed 2 games (wrist injury).	RADIM	VRBATA	FLORIDA	PANTHERS	2	TRUE	wrist injury	FALSE	2619	0	12	09	2006	12	12	2006	3	1165665600	1165924800	wrist	arm/hand	RADIM VRBATA	1	93	NA	NA	NA
"876"	Dec 12, 2007	Missed 3 games (shoulder injury).	VLADIMIR	SOBOTKA	ST. LOUIS	BLUES	3	TRUE	shoulder injury	FALSE	415	0	12	06	2007	12	12	2007	6	1196942400	1197460800	shoulder	upper body	VLADIMIR SOBOTKA	0	834	NA	NA	NA
"877"	Dec 12, 2008	Missed 11 games (right shoulder injury).	MIKE	GREEN	DETROIT	REDWINGS	11	TRUE	right shoulder injury	FALSE	3129	0	11	22	2008	12	12	2008	20	1227355200	1229083200	shoulder	upper body	MIKE GREEN	1	7	NA	NA	NA
"878"	Dec 12, 2008	Missed 4 games (groin).	CAM	WARD	CAROLINA	HURRICANES	4	TRUE	groin	FALSE	1516	0	12	02	2008	12	12	2008	10	1228219200	1229083200	groin	lower body	CAM WARD	1	331	NA	NA	NA
"879"	Dec 12, 2009	Missed 13 games (lower body injury).	CHRIS	KUNITZ	TAMPA BAY	LIGHTNING	13	TRUE	lower body injury	FALSE	2202	0	11	14	2009	12	12	2009	28	1258200000	1260619200	lower body	lower body	CHRIS KUNITZ	1	24	NA	NA	NA
"880"	Dec 12, 2013	Missed 1 game (head injury).	JEFF	PETRY	MONTREAL	CANADIENS	1	TRUE	head injury	FALSE	730	0	12	10	2013	12	12	2013	2	1386676800	1386849600	head	head/neck/face	JEFF PETRY	1	435	NA	NA	NA
"881"	Dec 12, 2014	Missed 2 games (upper body injury).	PATRIC	HORNQVIST	PITTSBURGH	PENGUINS	2	TRUE	upper body injury	FALSE	2688	0	12	06	2014	12	12	2014	6	1417867200	1418385600	upper body	upper body	PATRIC HORNQVIST	1	17	NA	NA	NA
"882"	Dec 12, 2014	Missed 21 games (hand injury).	BEN	LOVEJOY	NEW JERSEY	DEVILS	21	TRUE	hand injury	FALSE	1759	0	10	27	2014	12	12	2014	46	1414411200	1418385600	hand	arm/hand	BEN LOVEJOY	1	436	NA	NA	NA
"883"	Dec 12, 2014	Missed 5 games (groin).	KRIS	LETANG	PITTSBURGH	PENGUINS	5	TRUE	groin	FALSE	2732	0	11	29	2014	12	12	2014	13	1417262400	1418385600	groin	lower body	KRIS LETANG	1	40	NA	NA	NA
"884"	Dec 12, 2015	Missed 3 games (lower body injury).	MARC-EDOUARD	VLASIC	SAN JOSE	SHARKS	3	TRUE	lower body injury	FALSE	3671	0	12	05	2015	12	12	2015	7	1449316800	1449921600	lower body	lower body	MARC-EDOUARD VLASIC	1	98	NA	NA	NA
"885"	Dec 12, 2015	Missed 3 games (upper body injury).	KRIS	RUSSELL	EDMONTON	OILERS	3	TRUE	upper body injury	FALSE	2479	0	12	04	2015	12	12	2015	8	1449230400	1449921600	upper body	upper body	KRIS RUSSELL	1	65	NA	NA	NA
"886"	Dec 12, 2017	Missed 28 games (upper body injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	28	TRUE	upper body injury	FALSE	2020	0	10	12	2017	12	12	2017	61	1507809600	1513080000	upper body	upper body	KYLE CLIFFORD	1	6	NA	NA	NA
"887"	Dec 12, 2017	Missed 6 games (lower body injury).	MATT	MURRAY	PITTSBURGH	PENGUINS	6	TRUE	lower body injury	FALSE	2781	0	11	28	2017	12	12	2017	14	1511870400	1513080000	lower body	lower body	MATT MURRAY	1	16	NA	NA	NA
"888"	Dec 12, 2017	Missed 8 games (shoulder injury).	EVGENII	DADONOV	FLORIDA	PANTHERS	8	TRUE	shoulder injury	FALSE	2536	0	11	27	2017	12	12	2017	15	1511784000	1513080000	shoulder	upper body	EVGENII DADONOV	1	NA	NA	NA	NA
"889"	Dec 13, 2008	Missed 5 games (groin).	DENNIS	SEIDENBERG	NEW YORK	ISLANDERS	5	TRUE	groin	FALSE	1682	0	12	11	2008	12	13	2008	2	1228996800	1229169600	groin	lower body	DENNIS SEIDENBERG	1	13	NA	NA	NA
"890"	Dec 13, 2011	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	1	TRUE	lower body injury	FALSE	1497	0	12	10	2011	12	13	2011	3	1323518400	1323777600	lower body	lower body	JORDAN STAAL	1	3	NA	NA	NA
"891"	Dec 13, 2011	Missed 2 games (leg injury).	CAL	CLUTTERBUCK	NEW YORK	ISLANDERS	2	TRUE	leg injury	FALSE	1596	0	12	08	2011	12	13	2011	5	1323345600	1323777600	leg	leg	CAL CLUTTERBUCK	1	63	NA	NA	NA
"892"	Dec 13, 2011	Missed 3 games (upper body injury).	PAUL	STASTNY	WINNIPEG	JETS	3	TRUE	upper body injury	FALSE	1973	0	12	06	2011	12	13	2011	7	1323172800	1323777600	upper body	upper body	PAUL STASTNY	1	470	NA	NA	NA
"893"	Dec 13, 2011	Missed 5 games (right shoulder injury).	ERIC	FEHR	SAN JOSE	SHARKS	5	TRUE	right shoulder injury	FALSE	3574	0	12	01	2011	12	13	2011	12	1322740800	1323777600	shoulder	upper body	ERIC FEHR	1	96	NA	NA	NA
"894"	Dec 13, 2011	Missed 8 games (lower body injury).	RON	HAINSEY	TORONTO	MAPLELEAFS	8	TRUE	lower body injury	FALSE	2296	0	11	25	2011	12	13	2011	18	1322222400	1323777600	lower body	lower body	RON HAINSEY	1	114	NA	NA	NA
"895"	Dec 13, 2014	Missed 1 game (lower body injury).	JOSH	BAILEY	NEW YORK	ISLANDERS	1	TRUE	lower body injury	FALSE	1550	0	12	11	2014	12	13	2014	2	1418299200	1418472000	lower body	lower body	JOSH BAILEY	1	24	NA	NA	NA
"896"	Dec 13, 2014	Missed 1 game (neck injury).	CHRIS	KREIDER	NEW YORK	RANGERS	1	TRUE	neck injury	FALSE	2984	0	12	08	2014	12	13	2014	5	1418040000	1418472000	neck	head/neck/face	CHRIS KREIDER	1	388	NA	NA	NA
"897"	Dec 13, 2014	Missed 1 game (upper body injury).	MARC-EDOUARD	VLASIC	SAN JOSE	SHARKS	1	TRUE	upper body injury	FALSE	3668	0	12	11	2014	12	13	2014	2	1418299200	1418472000	upper body	upper body	MARC-EDOUARD VLASIC	1	56	NA	NA	NA
"898"	Dec 13, 2015	Missed 1 game (upper body injury).	CAL	CLUTTERBUCK	NEW YORK	ISLANDERS	1	TRUE	upper body injury	FALSE	1608	0	12	12	2015	12	13	2015	1	1449921600	1450008000	upper body	upper body	CAL CLUTTERBUCK	1	62	NA	NA	NA
"899"	Dec 13, 2015	Missed 2 games (back injury).	GABRIEL	LANDESKOG	COLORADO	AVALANCHE	2	TRUE	back injury	FALSE	44	0	12	09	2015	12	13	2015	4	1449662400	1450008000	back	mid body	GABRIEL LANDESKOG	1	340	NA	NA	NA
"900"	Dec 13, 2016	Missed 1 game (hand injury).	SHAYNE	GOSTISBEHERE	PHILADELPHIA	FLYERS	1	TRUE	hand injury	FALSE	1270	0	12	11	2016	12	13	2016	2	1481457600	1481630400	hand	arm/hand	SHAYNE GOSTISBEHERE	1	320	NA	NA	NA
"901"	Dec 13, 2016	Missed 1 game (undisclosed).	JESSE	PULJUJARVI	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2464	0	12	11	2016	12	13	2016	2	1481457600	1481630400	undisclosed	undisclosed	JESSE PULJUJARVI	1	NA	NA	NA	NA
"902"	Dec 13, 2016	Missed 2 games (ankle injury).	RYAN	MILLER	ANAHEIM	DUCKS	2	TRUE	ankle injury	FALSE	1211	0	12	10	2016	12	13	2016	3	1481371200	1481630400	ankle	foot	RYAN MILLER	1	294	NA	NA	NA
"903"	Dec 13, 2016	Missed 2 games (illness).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	2	TRUE	illness	FALSE	258	0	12	09	2016	12	13	2016	4	1481284800	1481630400	cold/virus	illness	NICK FOLIGNO	1	90	NA	NA	NA
"904"	Dec 13, 2016	Missed 2 games (upper body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	173	0	12	08	2016	12	13	2016	5	1481198400	1481630400	upper body	upper body	BRENT SEABROOK	1	NA	NA	NA	NA
"905"	Dec 13, 2016	Missed 3 games (undisclosed).	DAVID	SCHLEMKO	MONTREAL	CANADIENS	3	TRUE	undisclosed	FALSE	751	0	12	07	2016	12	13	2016	6	1481112000	1481630400	undisclosed	undisclosed	DAVID SCHLEMKO	1	21	NA	NA	NA
"906"	Dec 13, 2016	Missed 30 games (upper body injury).	BRANDON	DAVIDSON	NEW YORK	ISLANDERS	30	TRUE	upper body injury	FALSE	1622	0	10	13	2016	12	13	2016	61	1476360000	1481630400	upper body	upper body	BRANDON DAVIDSON	1	23	NA	NA	NA
"907"	Dec 13, 2016	Missed 4 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	4	TRUE	lower body injury	FALSE	1389	0	12	5	2016	12	13	2016	8	1480939200	1481630400	lower body	lower body	JONATHAN MARCHESSAULT	0	2	NA	NA	NA
"908"	Dec 13, 2016	Missed 5 games (lower body injury).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	5	TRUE	lower body injury	FALSE	1469	0	12	03	2016	12	13	2016	10	1480766400	1481630400	lower body	lower body	ELIAS LINDHOLM	1	18	NA	NA	NA
"909"	Dec 13, 2016	Missed 7 games (concussion).	JORDAN	STAAL	CAROLINA	HURRICANES	7	TRUE	concussion	FALSE	1502	0	11	28	2016	12	13	2016	15	1480334400	1481630400	concussion	concussion	JORDAN STAAL	1	NA	NA	NA	NA
"910"	Dec 13, 2016	Missed 7 games (left knee injury).	CHRISTIAN	FOLIN	LOS ANGELES	KINGS	7	TRUE	left knee injury	FALSE	2028	0	11	26	2016	12	13	2016	17	1480161600	1481630400	knee	leg	CHRISTIAN FOLIN	1	83	NA	NA	NA
"911"	Dec 13, 2016	Missed 7 games (upper body injury).	COLTON	SISSONS	NASHVILLE	PREDATORS	7	TRUE	upper body injury	FALSE	2935	0	11	26	2016	12	13	2016	17	1480161600	1481630400	upper body	upper body	COLTON SISSONS	1	301	NA	NA	NA
"912"	Dec 13, 2016	Missed 8 games (upper body injury).	RYAN	ELLIS	NASHVILLE	PREDATORS	8	TRUE	upper body injury	FALSE	2840	0	11	25	2016	12	13	2016	18	1480075200	1481630400	upper body	upper body	RYAN ELLIS	1	81	NA	NA	NA
"913"	Dec 13, 2016	Missed 9 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	9	TRUE	upper body injury	FALSE	196	0	11	25	2016	12	13	2016	18	1480075200	1481630400	upper body	upper body	JONATHAN TOEWS	1	NA	NA	NA	NA
"914"	Dec 13, 2017	Missed 1 game (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	1	TRUE	upper body injury	FALSE	489	0	12	09	2017	12	13	2017	4	1512820800	1513166400	upper body	upper body	NOEL ACCIARI	1	42	NA	NA	NA
"915"	Dec 13, 2017	Missed 13 games (lower body injury).	SCOTT	HARTNELL	NASHVILLE	PREDATORS	13	TRUE	lower body injury	FALSE	2907	0	11	14	2017	12	13	2017	29	1510660800	1513166400	lower body	lower body	SCOTT HARTNELL	1	NA	NA	NA	NA
"916"	Dec 13, 2017	Missed 3 games (undisclosed).	JOHNNY	BOYCHUK	NEW YORK	ISLANDERS	3	TRUE	undisclosed	FALSE	1575	0	12	07	2017	12	13	2017	6	1512648000	1513166400	undisclosed	undisclosed	JOHNNY BOYCHUK	1	15	NA	NA	NA
"917"	Dec 13, 2017	Missed 3 games (upper body injury).	RYAN	JOHANSEN	NASHVILLE	PREDATORS	3	TRUE	upper body injury	FALSE	2915	0	12	04	2017	12	13	2017	9	1512388800	1513166400	upper body	upper body	RYAN JOHANSEN	1	NA	NA	NA	NA
"918"	Dec 13, 2017	Missed 7 games (hamstring).	MARTIN	HANZAL	DALLAS	STARS	7	TRUE	hamstring	FALSE	3748	0	11	30	2017	12	13	2017	13	1512043200	1513166400	hamstring	leg	MARTIN HANZAL	1	16	NA	NA	NA
"919"	Dec 14, 2005	Missed 1 game (lower body injury).	JUSSI	JOKINEN	VANCOUVER	CANUCKS	1	TRUE	lower body injury	FALSE	818	0	12	10	2005	12	14	2005	4	1134216000	1134561600	lower body	lower body	JUSSI JOKINEN	0	491	NA	NA	NA
"920"	Dec 14, 2009	Missed 1 game (abdominal injury).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	1	TRUE	abdominal injury	FALSE	2336	0	12	12	2009	12	14	2009	2	1260619200	1260792000	abdominal	mid body	DOMINIC MOORE	1	317	NA	NA	NA
"921"	Dec 14, 2009	Missed 13 games (broken right hand).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	13	TRUE	broken right hand	FALSE	232	0	11	09	2009	12	14	2009	35	1257768000	1260792000	hand	arm/hand	BRANDON DUBINSKY	0	401	NA	NA	NA
"922"	Dec 14, 2010	Missed 4 games (knee injury).	EVGENI	MALKIN	PITTSBURGH	PENGUINS	4	TRUE	knee injury	FALSE	2758	0	12	04	2010	12	14	2010	10	1291464000	1292328000	knee	leg	EVGENI MALKIN	1	37	NA	NA	NA
"923"	Dec 14, 2011	Missed 1 game (flu).	MATT	CULLEN	MINNESOTA	WILD	1	TRUE	flu	FALSE	3873	0	12	13	2011	12	14	2011	1	1323777600	1323864000	cold/virus	illness	MATT CULLEN	1	102	NA	NA	NA
"924"	Dec 14, 2013	Missed 10 games (upper body injury).	FRANCOIS	BEAUCHEMIN	ANAHEIM	DUCKS	10	TRUE	upper body injury	FALSE	1073	0	11	22	2013	12	14	2013	22	1385121600	1387022400	upper body	upper body	FRANCOIS BEAUCHEMIN	1	330	NA	NA	NA
"925"	Dec 14, 2013	Missed 2 games (flu).	CRAIG	SMITH	NASHVILLE	PREDATORS	2	TRUE	flu	FALSE	2938	0	12	10	2013	12	14	2013	4	1386676800	1387022400	cold/virus	illness	CRAIG SMITH	1	858	NA	NA	NA
"926"	Dec 14, 2013	Missed 7 games (fractured foot).	SEAN	MONAHAN	CALGARY	FLAMES	7	TRUE	fractured foot	FALSE	29	0	11	28	2013	12	14	2013	16	1385640000	1387022400	foot	foot	SEAN MONAHAN	0	1492	2013	12	14
"927"	Dec 14, 2016	Missed 1 game (lower body injury).	MARC-EDOUARD	VLASIC	SAN JOSE	SHARKS	1	TRUE	lower body injury	FALSE	3673	0	12	13	2016	12	14	2016	1	1481630400	1481716800	lower body	lower body	MARC-EDOUARD VLASIC	1	17	NA	NA	NA
"928"	Dec 14, 2016	Missed 3 games (concussion).	CURTIS	LAZAR	CALGARY	FLAMES	3	TRUE	concussion	FALSE	35	0	12	06	2016	12	14	2016	8	1481025600	1481716800	concussion	concussion	CURTIS LAZAR	1	74	2016	12	14
"929"	Dec 14, 2016	Missed 4 games (groin).	RICK	NASH	BOSTON	BRUINS	4	TRUE	groin	FALSE	642	0	12	07	2016	12	14	2016	7	1481112000	1481716800	groin	lower body	RICK NASH	1	6	NA	NA	NA
"930"	Dec 14, 2017	Missed 1 game (undisclosed).	RYAN	CALLAHAN	TAMPA BAY	LIGHTNING	1	TRUE	undisclosed	FALSE	2128	0	12	12	2017	12	14	2017	2	1513080000	1513252800	undisclosed	undisclosed	RYAN CALLAHAN	1	1	NA	NA	NA
"931"	Dec 14, 2017	Missed 2 games (elbow injury).	ANTOINE	ROUSSEL	DALLAS	STARS	2	TRUE	elbow injury	FALSE	3818	0	12	11	2017	12	14	2017	3	1512993600	1513252800	elbow	arm/hand	ANTOINE ROUSSEL	1	47	NA	NA	NA
"932"	Dec 14, 2017	Missed 3 games (lower body injury).	RYAN	SPOONER	NEW YORK	RANGERS	3	TRUE	lower body injury	FALSE	3020	0	12	07	2017	12	14	2017	7	1512648000	1513252800	lower body	lower body	RYAN SPOONER	1	7	NA	NA	NA
"933"	Dec 14, 2017	Missed 6 games (lower body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	6	TRUE	lower body injury	FALSE	3563	0	12	01	2017	12	14	2017	13	1512129600	1513252800	lower body	lower body	JOONAS DONSKOI	1	38	NA	NA	NA
"934"	Dec 15, 2005	Missed 1 game (hip flexor).	JASON	SPEZZA	DALLAS	STARS	1	TRUE	hip flexor	FALSE	3828	0	12	12	2005	12	15	2005	3	1134388800	1134648000	hip	lower body	JASON SPEZZA	1	5	NA	NA	NA
"935"	Dec 15, 2007	Missed 1 game (flu).	RYAN	KESLER	ANAHEIM	DUCKS	1	TRUE	flu	FALSE	1175	0	12	13	2007	12	15	2007	2	1197547200	1197720000	cold/virus	illness	RYAN KESLER	1	1390	NA	NA	NA
"936"	Dec 15, 2009	Missed 1 game (ankle injury).	BRAYDON	COBURN	TAMPA BAY	LIGHTNING	1	TRUE	ankle injury	FALSE	2134	0	12	13	2009	12	15	2009	2	1260705600	1260878400	ankle	foot	BRAYDON COBURN	1	706	NA	NA	NA
"937"	Dec 15, 2010	Missed 2 games (flu).	MIKE	GREEN	DETROIT	REDWINGS	2	TRUE	flu	FALSE	3137	0	12	11	2010	12	15	2010	4	1292068800	1292414400	cold/virus	illness	MIKE GREEN	1	61	NA	NA	NA
"938"	Dec 15, 2010	Missed 4 games (upper body injury).	DREW	STAFFORD	NEW JERSEY	DEVILS	4	TRUE	upper body injury	FALSE	1806	0	12	04	2010	12	15	2010	11	1291464000	1292414400	upper body	upper body	DREW STAFFORD	1	36	NA	NA	NA
"939"	Dec 15, 2011	Missed 7 games (left shoulder injury).	TAYLOR	HALL	NEW JERSEY	DEVILS	7	TRUE	left shoulder injury	FALSE	1736	0	11	28	2011	12	15	2011	17	1322481600	1323950400	shoulder	upper body	TAYLOR HALL	1	33	NA	NA	NA
"940"	Dec 15, 2013	Missed 1 game (lower body injury).	DERICK	BRASSARD	PITTSBURGH	PENGUINS	1	TRUE	lower body injury	FALSE	2645	0	12	12	2013	12	15	2013	3	1386849600	1387108800	lower body	lower body	DERICK BRASSARD	1	155	NA	NA	NA
"941"	Dec 15, 2013	Missed 4 games (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	4	TRUE	lower body injury	FALSE	1945	0	12	04	2013	12	15	2013	11	1386158400	1387108800	lower body	lower body	MATHIEU PERREAULT	1	34	NA	NA	NA
"942"	Dec 15, 2014	Missed 3 games (upper body injury).	CASEY	CIZIKAS	NEW YORK	ISLANDERS	3	TRUE	upper body injury	FALSE	1580	0	12	09	2014	12	15	2014	6	1418126400	1418644800	upper body	upper body	CASEY CIZIKAS	1	64	NA	NA	NA
"943"	Dec 15, 2014	Missed 8 games (lower body injury).	TRAVIS	ZAJAC	NEW JERSEY	DEVILS	8	TRUE	lower body injury	FALSE	1840	0	11	29	2014	12	15	2014	16	1417262400	1418644800	lower body	lower body	TRAVIS ZAJAC	1	305	NA	NA	NA
"944"	Dec 15, 2015	Missed 1 game (upper body injury).	RYAN	STROME	EDMONTON	OILERS	1	TRUE	upper body injury	FALSE	2510	0	12	13	2015	12	15	2015	2	1450008000	1450180800	upper body	upper body	RYAN STROME	1	359	NA	NA	NA
"945"	Dec 15, 2015	Missed 11 games (lower body injury).	TORREY	MITCHELL	LOS ANGELES	KINGS	11	TRUE	lower body injury	FALSE	2063	0	11	19	2015	12	15	2015	26	1447934400	1450180800	lower body	lower body	TORREY MITCHELL	1	473	NA	NA	NA
"946"	Dec 15, 2015	Missed 2 games (lower body injury).	ADAM	HENRIQUE	ANAHEIM	DUCKS	2	TRUE	lower body injury	FALSE	1161	0	12	10	2015	12	15	2015	5	1449748800	1450180800	lower body	lower body	ADAM HENRIQUE	1	NA	NA	NA	NA
"947"	Dec 15, 2015	Missed 2 games (lower body injury).	MATT	NIETO	COLORADO	AVALANCHE	2	TRUE	lower body injury	FALSE	61	0	12	09	2015	12	15	2015	6	1449662400	1450180800	lower body	lower body	MATT NIETO	1	95	NA	NA	NA
"948"	Dec 15, 2015	Missed 3 games (groin).	DEVAN	DUBNYK	MINNESOTA	WILD	3	TRUE	groin	FALSE	3886	0	12	07	2015	12	15	2015	8	1449489600	1450180800	groin	lower body	DEVAN DUBNYK	1	73	NA	NA	NA
"949"	Dec 15, 2016	Missed 1 game (flu).	RYAN	MCDONAGH	TAMPA BAY	LIGHTNING	1	TRUE	flu	FALSE	2221	0	12	13	2016	12	15	2016	2	1481630400	1481803200	cold/virus	illness	RYAN MCDONAGH	1	106	NA	NA	NA
"950"	Dec 15, 2016	Missed 3 games (back injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	3	TRUE	back injury	FALSE	3122	0	12	09	2016	12	15	2016	6	1481284800	1481803200	back	mid body	JONATHAN ERICSSON	1	57	NA	NA	NA
"951"	Dec 15, 2016	Missed 4 games (facial injury).	PAVEL	ZACHA	NEW JERSEY	DEVILS	4	TRUE	facial injury	FALSE	1834	0	12	06	2016	12	15	2016	9	1481025600	1481803200	face	head/neck/face	PAVEL ZACHA	0	70	NA	NA	NA
"952"	Dec 15, 2017	Missed 5 games (illness).	NATHAN	BEAULIEU	BUFFALO	SABRES	5	TRUE	illness	FALSE	3255	0	12	05	2017	12	15	2017	10	1512475200	1513339200	cold/virus	illness	NATHAN BEAULIEU	1	33	NA	NA	NA
"953"	Dec 15, 2017	Missed 5 games (lower body injury).	CARTER	HUTTON	ST. LOUIS	BLUES	5	TRUE	lower body injury	FALSE	391	0	12	07	2017	12	15	2017	8	1512648000	1513339200	lower body	lower body	CARTER HUTTON	1	NA	NA	NA	NA
"954"	Dec 15, 2017	Missed 7 games (upper body injury).	CAM	TALBOT	EDMONTON	OILERS	7	TRUE	upper body injury	FALSE	2514	0	11	30	2017	12	15	2017	15	1512043200	1513339200	upper body	upper body	CAM TALBOT	1	47	NA	NA	NA
"955"	Dec 16, 2001	Missed 3 games (sprained right shoulder).	JUSTIN	WILLIAMS	CAROLINA	HURRICANES	3	TRUE	sprained right shoulder	FALSE	1527	0	12	10	2001	12	16	2001	6	1007985600	1008504000	shoulder	upper body	JUSTIN WILLIAMS	1	334	NA	NA	NA
"956"	Dec 16, 2006	Missed 6 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	6	TRUE	groin	FALSE	3195	0	12	02	2006	12	16	2006	14	1165060800	1166270400	groin	lower body	NIKLAS KRONWALL	1	105	NA	NA	NA
"957"	Dec 16, 2007	Missed 1 game (lower body injury).	PAUL	MARTIN	SAN JOSE	SHARKS	1	TRUE	lower body injury	FALSE	3633	0	12	15	2007	12	16	2007	1	1197720000	1197806400	lower body	lower body	PAUL MARTIN	1	79	NA	NA	NA
"958"	Dec 16, 2010	Missed 2 games (flu).	TYLER	SEGUIN	DALLAS	STARS	2	TRUE	flu	FALSE	3821	0	12	11	2010	12	16	2010	5	1292068800	1292500800	cold/virus	illness	TYLER SEGUIN	0	1081	NA	NA	NA
"959"	Dec 16, 2010	Missed 4 games (back injury).	KARI	LEHTONEN	DALLAS	STARS	4	TRUE	back injury	FALSE	3767	0	12	8	2010	12	16	2010	8	1291809600	1292500800	back	mid body	KARI LEHTONEN	1	346	NA	NA	NA
"960"	Dec 16, 2011	Missed 30 games (left achilles).	TRAVIS	ZAJAC	NEW JERSEY	DEVILS	30	TRUE	left achilles	FALSE	1837	0	10	05	2011	12	16	2011	72	1317816000	1324036800	achilles	foot	TRAVIS ZAJAC	1	19	NA	NA	NA
"961"	Dec 16, 2013	Missed 2 games (undisclosed).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	2	TRUE	undisclosed	FALSE	1467	0	12	14	2013	12	16	2013	2	1387022400	1387195200	undisclosed	undisclosed	ELIAS LINDHOLM	1	92	NA	NA	NA
"962"	Dec 16, 2013	Missed 6 games (lower body injury).	EVANDER	KANE	SAN JOSE	SHARKS	6	TRUE	lower body injury	FALSE	3615	0	12	02	2013	12	16	2013	14	1385985600	1387195200	lower body	lower body	EVANDER KANE	1	25	NA	NA	NA
"963"	Dec 16, 2014	Missed 2 games (bruised left shoulder).	DANNY	DEKEYSER	DETROIT	REDWINGS	2	TRUE	bruised left shoulder	FALSE	3108	0	12	12	2014	12	16	2014	4	1418385600	1418731200	shoulder	upper body	DANNY DEKEYSER	1	292	NA	NA	NA
"964"	Dec 16, 2014	Missed 6 games (hand injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	6	TRUE	hand injury	FALSE	2520	0	12	02	2014	12	16	2014	14	1417521600	1418731200	hand	arm/hand	ALEKSANDER BARKOV	1	24	NA	NA	NA
"965"	Dec 16, 2014	Missed 7 games (shoulder injury).	JUSTIN	ABDELKADER	DETROIT	REDWINGS	7	TRUE	shoulder injury	FALSE	3058	0	12	02	2014	12	16	2014	14	1417521600	1418731200	shoulder	upper body	JUSTIN ABDELKADER	1	110	NA	NA	NA
"966"	Dec 16, 2014	Missed 9 games (ankle injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	9	TRUE	ankle injury	FALSE	482	0	11	26	2014	12	16	2014	20	1417003200	1418731200	ankle	foot	SCOTTIE UPSHALL	1	107	NA	NA	NA
"967"	Dec 16, 2016	Missed 5 games (upper body injury).	JULIUS	HONKA	DALLAS	STARS	5	TRUE	upper body injury	FALSE	3753	0	12	7	2016	12	16	2016	9	1481112000	1481889600	upper body	upper body	JULIUS HONKA	0	420	NA	NA	NA
"968"	Dec 16, 2017	Missed 1 game (undisclosed).	DMITRIJ	JASKIN	ST. LOUIS	BLUES	1	TRUE	undisclosed	FALSE	394	0	12	15	2017	12	16	2017	1	1513339200	1513425600	undisclosed	undisclosed	DMITRIJ JASKIN	1	NA	NA	NA	NA
"969"	Dec 16, 2017	Missed 3 games (illness).	NAIL	YAKUPOV	COLORADO	AVALANCHE	3	TRUE	illness	FALSE	113	0	12	11	2017	12	16	2017	5	1512993600	1513425600	cold/virus	illness	NAIL YAKUPOV	1	NA	NA	NA	NA
"970"	Dec 16, 2017	Missed 5 games (upper body injury).	HAMPUS	LINDHOLM	ANAHEIM	DUCKS	5	TRUE	upper body injury	FALSE	1194	0	12	05	2017	12	16	2017	11	1512475200	1513425600	upper body	upper body	HAMPUS LINDHOLM	1	NA	NA	NA	NA
"971"	Dec 16, 2017	Missed 6 games (undisclosed).	BRAYDON	COBURN	TAMPA BAY	LIGHTNING	6	TRUE	undisclosed	FALSE	2142	0	12	02	2017	12	16	2017	14	1512216000	1513425600	undisclosed	undisclosed	BRAYDON COBURN	1	NA	NA	NA	NA
"972"	Dec 17, 2002	Missed 1 game (flu).	MARIAN	GABORIK	OTTAWA	SENATORS	1	TRUE	flu	FALSE	3444	0	12	15	2002	12	17	2002	2	1039953600	1040126400	cold/virus	illness	MARIAN GABORIK	1	401	NA	NA	NA
